Date,Product Code,Sales Quantity,Sales Revenue,Category,RAM,ROM,Model,Promo 1,Promo 2,Lead Time (days)
2018-01-28,1003,35,4200000,Huawei,12,128,P50 Ultra,No,No,13
2018-01-28,1004,12,1080000,Sony,6,256,Xperia 1,Yes,No,14
2018-01-28,1005,5,650000,Oppo,8,512,Find x4,No,Yes,12
2018-01-28,1006,10,2000000,Vivo,12,128,X80,Yes,Yes,9
2018-01-28,1007,46,6440000,IQOO,4,128,11,Yes,Yes,9
2018-01-28,1008,2,280000,Xiaomi,4,128,13 Ultra,Yes,No,8
2018-01-28,1009,20,3200000,Realme,6,64,GT4,No,No,10
2018-01-28,2001,4,600000,Oneplus,4,512,10 pro,Yes,No,5
2018-01-28,2002,1,180000,Poco,8,128,X4 Pro 5G,Yes,No,8
2018-01-28,2003,49,9310000,Motorola,12,512,Edge Plus,No,No,12
2018-01-28,2004,7,350000,Nokia,12,128,X30 5G,No,Yes,14
2018-01-29,1001,44,5720000,Samsung,4,64,S23 Ultra,Yes,No,9
2018-01-29,1002,29,5510000,Apple,12,128,Iphone 14 Pro Max,No,No,9
2018-01-29,1003,46,6900000,Huawei,4,512,P50 Ultra,Yes,No,14
2018-01-29,1004,14,2240000,Sony,16,512,Xperia 1,No,Yes,6
2018-01-29,1005,12,1200000,Oppo,6,64,Find x4,Yes,No,7
2018-01-29,1006,23,2070000,Vivo,8,512,X80,No,Yes,9
2018-01-29,1007,13,910000,IQOO,6,256,11,Yes,No,5
2018-01-29,1008,34,4420000,Xiaomi,4,256,13 Ultra,No,Yes,6
2018-01-29,1009,50,7500000,Realme,8,256,GT4,Yes,Yes,9
2018-01-29,2001,40,5600000,Oneplus,6,128,10 pro,No,No,10
2018-01-29,2002,13,1430000,Poco,12,512,X4 Pro 5G,No,Yes,11
2018-01-29,2003,49,7350000,Motorola,4,64,Edge Plus,No,Yes,9
2018-01-29,2004,35,5950000,Nokia,6,64,X30 5G,Yes,No,8
2018-01-30,1001,1,110000,Samsung,16,64,S23 Ultra,No,No,12
2018-01-30,1002,38,1900000,Apple,6,512,Iphone 14 Pro Max,No,Yes,12
2018-01-30,1003,25,4000000,Huawei,6,128,P50 Ultra,No,Yes,8
2018-01-30,1004,6,900000,Sony,12,64,Xperia 1,Yes,Yes,8
2018-01-30,1005,1,100000,Oppo,6,64,Find x4,Yes,No,9
2018-01-30,1006,25,1750000,Vivo,16,64,X80,Yes,No,9
2018-01-30,1007,32,1600000,IQOO,4,256,11,No,No,8
2018-01-30,1008,42,2100000,Xiaomi,12,128,13 Ultra,Yes,No,6
2018-01-30,1009,34,5100000,Realme,6,128,GT4,Yes,Yes,12
2018-01-30,2001,33,1650000,Oneplus,4,512,10 pro,No,Yes,9
2018-01-30,2002,16,1920000,Poco,12,128,X4 Pro 5G,Yes,No,10
2018-01-30,2003,35,4200000,Motorola,8,64,Edge Plus,No,Yes,9
2018-01-30,2004,25,1500000,Nokia,12,128,X30 5G,No,Yes,11
2018-01-31,1001,23,1610000,Samsung,6,64,S23 Ultra,Yes,Yes,5
2018-01-31,1002,26,4680000,Apple,16,512,Iphone 14 Pro Max,No,Yes,6
2018-01-31,1003,50,2500000,Huawei,12,256,P50 Ultra,No,Yes,5
2018-01-31,1004,33,2970000,Sony,8,512,Xperia 1,No,No,13
2018-01-31,1005,50,4000000,Oppo,6,256,Find x4,No,No,7
2018-01-31,1006,43,6450000,Vivo,12,256,X80,No,No,8
2018-01-31,1007,11,1100000,IQOO,16,128,11,No,Yes,11
2018-01-31,1008,8,560000,Xiaomi,16,512,13 Ultra,No,No,9
2018-01-31,1009,2,140000,Realme,4,512,GT4,No,No,8
2018-01-31,2001,11,2090000,Oneplus,12,128,10 pro,No,No,8
2018-01-31,2002,15,750000,Poco,6,128,X4 Pro 5G,Yes,No,11
2018-01-31,2003,41,5740000,Motorola,12,64,Edge Plus,No,Yes,13
2018-01-31,2004,15,1650000,Nokia,12,256,X30 5G,No,Yes,6
2018-02-01,1001,40,3200000,Samsung,12,128,S23 Ultra,No,Yes,11
2018-02-01,1002,38,4560000,Apple,8,128,Iphone 14 Pro Max,No,No,7
2018-02-01,1003,13,2340000,Huawei,8,512,P50 Ultra,Yes,No,10
2018-02-01,1004,37,2960000,Sony,6,64,Xperia 1,Yes,Yes,6
2018-02-01,1005,13,1040000,Oppo,12,256,Find x4,Yes,Yes,10
2018-02-01,1006,41,4920000,Vivo,6,128,X80,Yes,No,10
2018-02-01,1007,18,2880000,IQOO,6,64,11,Yes,Yes,5
2018-02-01,1008,8,400000,Xiaomi,12,128,13 Ultra,No,Yes,5
2018-02-01,1009,36,6120000,Realme,8,128,GT4,Yes,Yes,11
2018-02-01,2001,4,440000,Oneplus,4,64,10 pro,Yes,Yes,11
2018-02-01,2002,33,4950000,Poco,4,256,X4 Pro 5G,No,Yes,10
2018-02-01,2003,34,5780000,Motorola,4,128,Edge Plus,No,No,5
2018-02-01,2004,14,1820000,Nokia,12,256,X30 5G,Yes,Yes,11
2018-02-02,1001,28,4200000,Samsung,16,512,S23 Ultra,Yes,Yes,14
2018-02-02,1002,24,3360000,Apple,6,128,Iphone 14 Pro Max,No,Yes,14
2018-02-02,1003,33,4620000,Huawei,4,64,P50 Ultra,Yes,No,5
2018-02-02,1004,1,130000,Sony,4,256,Xperia 1,Yes,No,14
2018-02-02,1005,42,3780000,Oppo,8,512,Find x4,Yes,No,13
2018-02-02,1006,14,1120000,Vivo,16,256,X80,Yes,No,7
2018-02-02,1007,12,1800000,IQOO,4,512,11,Yes,Yes,6
2018-02-02,1008,5,600000,Xiaomi,16,512,13 Ultra,Yes,No,7
2018-02-02,1009,16,1600000,Realme,8,128,GT4,Yes,Yes,9
2018-02-02,2001,44,7920000,Oneplus,6,256,10 pro,No,No,14
2018-02-02,2002,21,3150000,Poco,6,128,X4 Pro 5G,Yes,Yes,9
2018-02-02,2003,9,1170000,Motorola,4,128,Edge Plus,No,Yes,6
2018-02-02,2004,15,1650000,Nokia,12,64,X30 5G,Yes,Yes,13
2018-02-03,1001,13,910000,Samsung,8,256,S23 Ultra,No,Yes,13
2018-02-03,1002,5,800000,Apple,4,64,Iphone 14 Pro Max,No,No,9
2018-02-03,1003,20,3200000,Huawei,4,64,P50 Ultra,Yes,No,8
2018-02-03,1004,48,3840000,Sony,4,128,Xperia 1,Yes,No,13
2018-02-03,1005,37,6290000,Oppo,4,512,Find x4,Yes,No,14
2018-02-03,1006,25,5000000,Vivo,12,64,X80,Yes,Yes,10
2018-02-03,1007,21,2520000,IQOO,6,64,11,Yes,No,11
2018-02-03,1008,5,450000,Xiaomi,8,256,13 Ultra,No,No,14
2018-02-03,1009,12,1560000,Realme,4,256,GT4,No,No,13
2018-02-03,2001,22,1760000,Oneplus,4,128,10 pro,No,No,13
2018-02-03,2002,30,4200000,Poco,16,128,X4 Pro 5G,No,No,6
2018-02-03,2003,42,6300000,Motorola,16,64,Edge Plus,No,No,10
2018-02-03,2004,39,3120000,Nokia,16,128,X30 5G,Yes,Yes,5
2018-02-04,1001,43,6450000,Samsung,16,512,S23 Ultra,Yes,No,6
2018-02-04,1002,11,1760000,Apple,4,128,Iphone 14 Pro Max,Yes,No,13
2018-02-04,1003,25,5000000,Huawei,4,256,P50 Ultra,Yes,Yes,8
2018-02-04,1004,8,1280000,Sony,12,256,Xperia 1,No,No,13
2018-02-04,1005,31,5890000,Oppo,12,128,Find x4,Yes,No,12
2018-02-04,1006,11,1540000,Vivo,6,128,X80,Yes,Yes,5
2018-02-04,1007,3,150000,IQOO,4,128,11,Yes,No,8
2018-02-04,1008,15,2700000,Xiaomi,6,64,13 Ultra,No,No,6
2018-02-04,1009,6,1020000,Realme,8,64,GT4,No,Yes,11
2018-02-04,2001,40,2400000,Oneplus,12,512,10 pro,No,No,11
2018-02-04,2002,12,600000,Poco,16,64,X4 Pro 5G,No,Yes,8
2018-02-04,2003,14,700000,Motorola,6,256,Edge Plus,No,No,13
2018-02-04,2004,25,1500000,Nokia,4,128,X30 5G,No,Yes,11
2018-02-05,1001,39,3510000,Samsung,12,64,S23 Ultra,Yes,No,12
2018-02-05,1002,42,5880000,Apple,4,256,Iphone 14 Pro Max,No,Yes,12
2018-02-05,1003,48,8160000,Huawei,6,64,P50 Ultra,Yes,No,14
2018-02-05,1004,37,1850000,Sony,6,256,Xperia 1,No,No,7
2018-02-05,1005,35,2450000,Oppo,16,512,Find x4,Yes,Yes,10
2018-02-05,1006,50,8000000,Vivo,8,64,X80,Yes,Yes,5
2018-02-05,1007,3,150000,IQOO,16,128,11,No,Yes,11
2018-02-05,1008,4,280000,Xiaomi,4,128,13 Ultra,No,Yes,9
2018-02-05,1009,46,7820000,Realme,16,256,GT4,Yes,Yes,14
2018-02-05,2001,32,3520000,Oneplus,6,128,10 pro,Yes,Yes,6
2018-02-05,2002,44,3520000,Poco,12,512,X4 Pro 5G,Yes,Yes,10
2018-02-05,2003,49,6860000,Motorola,16,128,Edge Plus,Yes,No,7
2018-02-05,2004,42,5880000,Nokia,6,256,X30 5G,No,Yes,9
2018-02-06,1001,2,140000,Samsung,8,512,S23 Ultra,No,Yes,13
2018-02-06,1002,13,1300000,Apple,16,256,Iphone 14 Pro Max,No,Yes,11
2018-02-06,1003,8,1520000,Huawei,8,128,P50 Ultra,Yes,No,10
2018-02-06,1004,22,3960000,Sony,12,512,Xperia 1,Yes,Yes,11
2018-02-06,1005,50,7000000,Oppo,8,128,Find x4,Yes,Yes,9
2018-02-06,1006,36,6840000,Vivo,16,512,X80,No,Yes,10
2018-02-06,1007,4,720000,IQOO,4,512,11,No,No,11
2018-02-06,1008,39,7020000,Xiaomi,4,512,13 Ultra,Yes,No,7
2018-02-06,1009,22,3740000,Realme,4,128,GT4,Yes,No,12
2018-02-06,2001,38,6080000,Oneplus,4,64,10 pro,Yes,Yes,12
2018-02-06,2002,20,1200000,Poco,8,128,X4 Pro 5G,Yes,Yes,13
2018-02-06,2003,24,3120000,Motorola,6,128,Edge Plus,No,Yes,5
2018-02-06,2004,7,560000,Nokia,8,256,X30 5G,No,No,9
2018-02-07,1001,21,3990000,Samsung,4,128,S23 Ultra,No,No,12
2018-02-07,1002,30,4200000,Apple,4,64,Iphone 14 Pro Max,No,Yes,5
2018-02-07,1003,48,3360000,Huawei,6,256,P50 Ultra,Yes,No,7
2018-02-07,1004,6,840000,Sony,8,128,Xperia 1,Yes,No,8
2018-02-07,1005,17,1190000,Oppo,4,128,Find x4,Yes,Yes,7
2018-02-07,1006,6,480000,Vivo,8,256,X80,Yes,Yes,11
2018-02-07,1007,2,260000,IQOO,6,64,11,Yes,Yes,14
2018-02-07,1008,29,5800000,Xiaomi,6,256,13 Ultra,No,Yes,5
2018-02-07,1009,45,3600000,Realme,6,256,GT4,No,No,14
2018-02-07,2001,38,6840000,Oneplus,16,256,10 pro,No,Yes,9
2018-02-07,2002,42,6300000,Poco,8,256,X4 Pro 5G,No,No,10
2018-02-07,2003,18,1260000,Motorola,16,256,Edge Plus,Yes,No,5
2018-02-07,2004,43,2580000,Nokia,6,64,X30 5G,Yes,No,9
2018-02-08,1001,25,4750000,Samsung,4,512,S23 Ultra,Yes,Yes,6
2018-02-08,1002,26,1300000,Apple,8,128,Iphone 14 Pro Max,No,No,9
2018-02-08,1003,27,5130000,Huawei,12,128,P50 Ultra,No,Yes,12
2018-02-08,1004,5,750000,Sony,8,64,Xperia 1,No,Yes,6
2018-02-08,1005,45,8100000,Oppo,6,256,Find x4,No,Yes,8
2018-02-08,1006,11,1870000,Vivo,4,128,X80,No,No,5
2018-02-08,1007,33,2310000,IQOO,8,256,11,Yes,No,10
2018-02-08,1008,4,480000,Xiaomi,4,256,13 Ultra,No,Yes,7
2018-02-08,1009,2,200000,Realme,12,64,GT4,No,Yes,13
2018-02-08,2001,21,3570000,Oneplus,4,128,10 pro,No,Yes,5
2018-02-08,2002,31,5580000,Poco,8,128,X4 Pro 5G,No,No,5
2018-02-08,2003,50,7000000,Motorola,12,256,Edge Plus,No,Yes,9
2018-02-08,2004,41,3280000,Nokia,8,512,X30 5G,Yes,Yes,5
2018-02-09,1001,23,2990000,Samsung,6,512,S23 Ultra,No,Yes,7
2018-02-09,1002,50,3500000,Apple,4,128,Iphone 14 Pro Max,No,Yes,9
2018-02-09,1003,11,990000,Huawei,6,512,P50 Ultra,Yes,No,14
2018-02-09,1004,2,320000,Sony,4,512,Xperia 1,Yes,Yes,6
2018-02-09,1005,19,3610000,Oppo,4,64,Find x4,Yes,No,6
2018-02-09,1006,29,3770000,Vivo,6,512,X80,No,No,6
2018-02-09,1007,11,1320000,IQOO,4,512,11,Yes,Yes,9
2018-02-09,1008,46,5520000,Xiaomi,12,128,13 Ultra,Yes,Yes,12
2018-02-09,1009,4,200000,Realme,12,512,GT4,No,No,13
2018-02-09,2001,48,6240000,Oneplus,16,512,10 pro,No,Yes,10
2018-02-09,2002,34,2380000,Poco,8,256,X4 Pro 5G,No,No,7
2018-02-09,2003,18,900000,Motorola,6,128,Edge Plus,Yes,Yes,5
2018-02-09,2004,38,6840000,Nokia,16,512,X30 5G,No,Yes,10
2018-02-10,1001,23,1840000,Samsung,12,128,S23 Ultra,Yes,No,10
2018-02-10,1002,32,2240000,Apple,16,128,Iphone 14 Pro Max,Yes,Yes,9
2018-02-10,1003,2,340000,Huawei,6,128,P50 Ultra,No,Yes,8
2018-02-10,1004,13,1820000,Sony,4,256,Xperia 1,No,Yes,6
2018-02-10,1005,10,1600000,Oppo,12,512,Find x4,Yes,Yes,10
2018-02-10,1006,4,440000,Vivo,6,512,X80,Yes,No,6
2018-02-10,1007,2,180000,IQOO,12,64,11,Yes,Yes,10
2018-02-10,1008,17,3230000,Xiaomi,4,256,13 Ultra,Yes,Yes,14
2018-02-10,1009,4,800000,Realme,16,512,GT4,Yes,No,13
2018-02-10,2001,6,900000,Oneplus,16,512,10 pro,Yes,No,14
2018-02-10,2002,10,600000,Poco,4,512,X4 Pro 5G,Yes,Yes,10
2018-02-10,2003,27,1890000,Motorola,16,64,Edge Plus,Yes,Yes,7
2018-02-10,2004,25,3750000,Nokia,16,512,X30 5G,No,No,14
2018-02-11,1001,28,4480000,Samsung,4,512,S23 Ultra,Yes,No,6
2018-02-11,1002,24,2640000,Apple,16,64,Iphone 14 Pro Max,No,Yes,11
2018-02-11,1003,48,9600000,Huawei,16,64,P50 Ultra,Yes,Yes,8
2018-02-11,1004,35,5950000,Sony,8,128,Xperia 1,No,No,10
2018-02-11,1005,32,2240000,Oppo,12,128,Find x4,Yes,Yes,10
2018-02-11,1006,36,1800000,Vivo,6,64,X80,Yes,Yes,12
2018-02-11,1007,48,2880000,IQOO,6,512,11,Yes,No,9
2018-02-11,1008,16,1120000,Xiaomi,8,64,13 Ultra,Yes,Yes,9
2018-02-11,1009,18,1980000,Realme,8,64,GT4,Yes,No,11
2018-02-11,2001,48,9600000,Oneplus,12,256,10 pro,No,Yes,5
2018-02-11,2002,15,900000,Poco,8,256,X4 Pro 5G,No,No,14
2018-02-11,2003,30,3900000,Motorola,4,256,Edge Plus,Yes,No,11
2018-02-11,2004,21,2940000,Nokia,6,128,X30 5G,No,Yes,11
2018-02-12,1001,11,1430000,Samsung,6,64,S23 Ultra,Yes,Yes,11
2018-02-12,1002,8,1600000,Apple,4,512,Iphone 14 Pro Max,Yes,Yes,7
2018-02-12,1003,2,140000,Huawei,12,128,P50 Ultra,Yes,No,11
2018-02-12,1004,38,2280000,Sony,4,256,Xperia 1,No,No,10
2018-02-12,1005,20,1400000,Oppo,16,512,Find x4,No,Yes,11
2018-02-12,1006,7,1190000,Vivo,8,256,X80,No,Yes,7
2018-02-12,1007,18,2160000,IQOO,8,512,11,Yes,Yes,11
2018-02-12,1008,31,4960000,Xiaomi,12,128,13 Ultra,Yes,Yes,13
2018-02-12,1009,46,8740000,Realme,6,256,GT4,Yes,No,6
2018-02-12,2001,24,4080000,Oneplus,12,256,10 pro,No,No,14
2018-02-12,2002,37,7400000,Poco,6,512,X4 Pro 5G,No,No,8
2018-02-12,2003,22,3080000,Motorola,4,64,Edge Plus,Yes,Yes,11
2018-02-12,2004,30,5700000,Nokia,12,64,X30 5G,No,Yes,9
2018-02-13,1001,32,3520000,Samsung,16,128,S23 Ultra,No,Yes,6
2018-02-13,1002,36,2160000,Apple,4,64,Iphone 14 Pro Max,Yes,No,13
2018-02-13,1003,14,1680000,Huawei,4,64,P50 Ultra,No,Yes,5
2018-02-13,1004,39,4680000,Sony,12,64,Xperia 1,No,No,8
2018-02-13,1005,41,7380000,Oppo,4,256,Find x4,Yes,No,11
2018-02-13,1006,11,550000,Vivo,4,64,X80,No,No,5
2018-02-13,1007,8,1040000,IQOO,4,128,11,No,Yes,5
2018-02-13,1008,21,2100000,Xiaomi,6,512,13 Ultra,No,No,6
2018-02-13,1009,49,2940000,Realme,16,128,GT4,Yes,Yes,5
2018-02-13,2001,37,6290000,Oneplus,12,256,10 pro,Yes,No,7
2018-02-13,2002,15,1500000,Poco,8,256,X4 Pro 5G,No,No,10
2018-02-13,2003,3,510000,Motorola,6,256,Edge Plus,Yes,No,5
2018-02-13,2004,35,4900000,Nokia,12,128,X30 5G,No,Yes,13
2018-02-14,1001,25,2250000,Samsung,16,256,S23 Ultra,Yes,Yes,9
2018-02-14,1002,27,1890000,Apple,4,128,Iphone 14 Pro Max,No,Yes,12
2018-02-14,1003,11,1210000,Huawei,16,64,P50 Ultra,Yes,No,7
2018-02-14,1004,26,1820000,Sony,12,256,Xperia 1,No,No,12
2018-02-14,1005,10,600000,Oppo,8,64,Find x4,No,Yes,7
2018-02-14,1006,11,660000,Vivo,6,64,X80,No,No,14
2018-02-14,1007,35,2800000,IQOO,6,512,11,Yes,Yes,8
2018-02-14,1008,16,1280000,Xiaomi,4,128,13 Ultra,No,No,12
2018-02-14,1009,28,4200000,Realme,8,128,GT4,Yes,No,12
2018-02-14,2001,3,510000,Oneplus,12,256,10 pro,Yes,No,5
2018-02-14,2002,35,7000000,Poco,4,128,X4 Pro 5G,No,Yes,10
2018-02-14,2003,18,2700000,Motorola,12,128,Edge Plus,No,No,6
2018-02-14,2004,40,7600000,Nokia,16,512,X30 5G,Yes,Yes,7
2018-02-15,1001,4,480000,Samsung,12,64,S23 Ultra,No,Yes,12
2018-02-15,1002,19,2090000,Apple,12,128,Iphone 14 Pro Max,Yes,No,6
2018-02-15,1003,45,7650000,Huawei,4,256,P50 Ultra,No,Yes,12
2018-02-15,1004,11,990000,Sony,8,256,Xperia 1,Yes,No,13
2018-02-15,1005,39,3510000,Oppo,16,512,Find x4,No,Yes,10
2018-02-15,1006,33,4620000,Vivo,12,512,X80,Yes,No,6
2018-02-15,1007,5,650000,IQOO,16,64,11,No,Yes,12
2018-02-15,1008,14,2380000,Xiaomi,6,64,13 Ultra,Yes,Yes,10
2018-02-15,1009,41,3690000,Realme,4,128,GT4,Yes,No,9
2018-02-15,2001,11,990000,Oneplus,8,128,10 pro,Yes,No,13
2018-02-15,2002,50,8500000,Poco,12,128,X4 Pro 5G,No,Yes,5
2018-02-15,2003,24,2880000,Motorola,16,256,Edge Plus,No,No,12
2018-02-15,2004,37,4810000,Nokia,12,512,X30 5G,Yes,Yes,11
2018-02-16,1001,26,2340000,Samsung,4,512,S23 Ultra,Yes,No,7
2018-02-16,1002,4,480000,Apple,8,256,Iphone 14 Pro Max,Yes,No,14
2018-02-16,1003,2,180000,Huawei,8,128,P50 Ultra,No,No,7
2018-02-16,1004,45,7200000,Sony,4,128,Xperia 1,No,Yes,9
2018-02-16,1005,29,4060000,Oppo,8,256,Find x4,No,No,8
2018-02-16,1006,12,2040000,Vivo,6,128,X80,Yes,Yes,8
2018-02-16,1007,35,1750000,IQOO,16,256,11,Yes,Yes,10
2018-02-16,1008,32,6400000,Xiaomi,12,128,13 Ultra,No,No,8
2018-02-16,1009,20,2800000,Realme,12,512,GT4,Yes,Yes,6
2018-02-16,2001,30,3000000,Oneplus,6,512,10 pro,No,Yes,12
2018-02-16,2002,18,1260000,Poco,6,64,X4 Pro 5G,No,Yes,13
2018-02-16,2003,41,8200000,Motorola,12,128,Edge Plus,Yes,No,6
2018-02-16,2004,7,350000,Nokia,8,128,X30 5G,No,No,11
2018-02-17,1001,33,6270000,Samsung,12,256,S23 Ultra,Yes,Yes,6
2018-02-17,1002,44,5280000,Apple,6,256,Iphone 14 Pro Max,Yes,Yes,11
2018-02-17,1003,47,7520000,Huawei,12,512,P50 Ultra,No,No,5
2018-02-17,1004,38,6080000,Sony,6,64,Xperia 1,Yes,Yes,11
2018-02-17,1005,35,1750000,Oppo,16,512,Find x4,No,No,5
2018-02-17,1006,17,2720000,Vivo,12,128,X80,Yes,Yes,6
2018-02-17,1007,41,4510000,IQOO,8,256,11,Yes,Yes,11
2018-02-17,1008,17,3400000,Xiaomi,6,512,13 Ultra,Yes,Yes,6
2018-02-17,1009,32,1920000,Realme,16,256,GT4,Yes,Yes,10
2018-02-17,2001,14,1260000,Oneplus,12,256,10 pro,No,Yes,11
2018-02-17,2002,50,4500000,Poco,6,64,X4 Pro 5G,No,No,10
2018-02-17,2003,3,600000,Motorola,12,512,Edge Plus,No,No,6
2018-02-17,2004,3,210000,Nokia,16,256,X30 5G,No,Yes,14
2018-02-18,1001,13,2210000,Samsung,6,128,S23 Ultra,No,No,6
2018-02-18,1002,27,4320000,Apple,8,128,Iphone 14 Pro Max,No,No,9
2018-02-18,1003,34,4420000,Huawei,16,128,P50 Ultra,No,No,14
2018-02-18,1004,35,2100000,Sony,16,512,Xperia 1,No,Yes,14
2018-02-18,1005,36,2520000,Oppo,16,256,Find x4,No,No,14
2018-02-18,1006,29,4930000,Vivo,12,128,X80,No,Yes,6
2018-02-18,1007,31,5890000,IQOO,8,128,11,No,Yes,13
2018-02-18,1008,44,8360000,Xiaomi,12,512,13 Ultra,Yes,Yes,6
2018-02-18,1009,1,190000,Realme,4,128,GT4,Yes,Yes,8
2018-02-18,2001,15,2250000,Oneplus,6,256,10 pro,No,No,12
2018-02-18,2002,31,4960000,Poco,12,64,X4 Pro 5G,No,Yes,5
2018-02-18,2003,14,2100000,Motorola,16,128,Edge Plus,Yes,No,11
2018-02-18,2004,49,9310000,Nokia,16,64,X30 5G,No,Yes,8
2018-02-19,1001,14,2380000,Samsung,8,128,S23 Ultra,No,No,9
2018-02-19,1002,34,5440000,Apple,4,256,Iphone 14 Pro Max,Yes,Yes,6
2018-02-19,1003,15,1200000,Huawei,12,128,P50 Ultra,Yes,Yes,12
2018-02-19,1004,1,160000,Sony,4,64,Xperia 1,No,Yes,7
2018-02-19,1005,34,3060000,Oppo,16,128,Find x4,Yes,No,11
2018-02-19,1006,17,1360000,Vivo,6,64,X80,Yes,Yes,12
2018-02-19,1007,8,560000,IQOO,6,512,11,Yes,Yes,9
2018-02-19,1008,13,2470000,Xiaomi,6,512,13 Ultra,No,Yes,10
2018-02-19,1009,44,7920000,Realme,12,128,GT4,Yes,Yes,9
2018-02-19,2001,35,7000000,Oneplus,8,64,10 pro,Yes,No,13
2018-02-19,2002,37,3700000,Poco,8,256,X4 Pro 5G,Yes,Yes,7
2018-02-19,2003,34,3400000,Motorola,4,512,Edge Plus,No,Yes,14
2018-02-19,2004,18,900000,Nokia,4,64,X30 5G,Yes,Yes,5
2018-02-20,1001,43,3010000,Samsung,16,256,S23 Ultra,Yes,Yes,8
2018-02-20,1002,22,2640000,Apple,16,256,Iphone 14 Pro Max,Yes,Yes,10
2018-02-20,1003,15,2100000,Huawei,4,64,P50 Ultra,Yes,No,11
2018-02-20,1004,39,6630000,Sony,16,128,Xperia 1,No,Yes,7
2018-02-20,1005,8,640000,Oppo,8,128,Find x4,Yes,Yes,9
2018-02-20,1006,45,4050000,Vivo,12,256,X80,No,Yes,9
2018-02-20,1007,19,3610000,IQOO,8,128,11,Yes,No,9
2018-02-20,1008,47,2820000,Xiaomi,16,512,13 Ultra,Yes,Yes,8
2018-02-20,1009,10,1400000,Realme,16,512,GT4,Yes,Yes,5
2018-02-20,2001,1,160000,Oneplus,12,256,10 pro,Yes,No,10
2018-02-20,2002,37,4070000,Poco,16,128,X4 Pro 5G,No,No,8
2018-02-20,2003,47,9400000,Motorola,16,256,Edge Plus,Yes,Yes,9
2018-02-20,2004,44,3080000,Nokia,16,128,X30 5G,No,Yes,5
2018-02-21,1001,20,4000000,Samsung,12,128,S23 Ultra,No,No,6
2018-02-21,1002,5,550000,Apple,8,256,Iphone 14 Pro Max,No,No,13
2018-02-21,1003,47,6580000,Huawei,16,512,P50 Ultra,Yes,Yes,6
2018-02-21,1004,29,1450000,Sony,12,128,Xperia 1,No,No,8
2018-02-21,1005,30,3000000,Oppo,12,512,Find x4,Yes,No,7
2018-02-21,1006,3,300000,Vivo,12,64,X80,Yes,No,5
2018-02-21,1007,30,2400000,IQOO,4,256,11,Yes,No,5
2018-02-21,1008,40,4000000,Xiaomi,6,64,13 Ultra,Yes,Yes,12
2018-02-21,1009,8,1600000,Realme,8,128,GT4,Yes,No,7
2018-02-21,2001,10,1300000,Oneplus,16,64,10 pro,No,No,7
2018-02-21,2002,36,3240000,Poco,16,128,X4 Pro 5G,Yes,No,8
2018-02-21,2003,43,4300000,Motorola,12,512,Edge Plus,No,Yes,5
2018-02-21,2004,7,910000,Nokia,12,128,X30 5G,No,Yes,8
2018-02-22,1001,46,4600000,Samsung,4,256,S23 Ultra,Yes,Yes,13
2018-02-22,1002,29,5220000,Apple,6,64,Iphone 14 Pro Max,Yes,No,5
2018-02-22,1003,5,400000,Huawei,8,512,P50 Ultra,No,No,5
2018-02-22,1004,31,6200000,Sony,16,512,Xperia 1,Yes,No,11
2018-02-22,1005,25,5000000,Oppo,12,512,Find x4,No,Yes,10
2018-02-22,1006,47,4700000,Vivo,16,64,X80,No,Yes,8
2018-02-22,1007,5,600000,IQOO,12,256,11,Yes,Yes,13
2018-02-22,1008,26,3640000,Xiaomi,6,256,13 Ultra,Yes,Yes,10
2018-02-22,1009,6,900000,Realme,4,512,GT4,No,Yes,11
2018-02-22,2001,24,2880000,Oneplus,12,512,10 pro,No,Yes,5
2018-02-22,2002,38,7220000,Poco,4,512,X4 Pro 5G,No,No,9
2018-02-22,2003,6,960000,Motorola,4,128,Edge Plus,Yes,No,14
2018-02-22,2004,39,5850000,Nokia,12,128,X30 5G,Yes,No,12
2018-02-23,1001,35,3150000,Samsung,16,512,S23 Ultra,No,No,12
2018-02-23,1002,9,1530000,Apple,16,64,Iphone 14 Pro Max,No,Yes,5
2018-02-23,1003,40,4400000,Huawei,12,128,P50 Ultra,Yes,Yes,9
2018-02-23,1004,36,6480000,Sony,12,512,Xperia 1,Yes,Yes,14
2018-02-23,1005,33,1650000,Oppo,12,128,Find x4,Yes,Yes,10
2018-02-23,1006,28,1680000,Vivo,4,512,X80,Yes,No,9
2018-02-23,1007,28,4200000,IQOO,8,512,11,Yes,No,8
2018-02-23,1008,34,3060000,Xiaomi,8,128,13 Ultra,Yes,Yes,12
2018-02-23,1009,20,1400000,Realme,12,64,GT4,Yes,No,14
2018-02-23,2001,33,1650000,Oneplus,6,256,10 pro,Yes,No,13
2018-02-23,2002,42,6720000,Poco,6,512,X4 Pro 5G,No,Yes,10
2018-02-23,2003,49,6860000,Motorola,4,512,Edge Plus,Yes,Yes,10
2018-02-23,2004,1,160000,Nokia,4,128,X30 5G,No,Yes,8
2018-02-24,1001,3,360000,Samsung,4,512,S23 Ultra,Yes,No,10
2018-02-24,1002,44,3080000,Apple,16,64,Iphone 14 Pro Max,Yes,No,8
2018-02-24,1003,20,2600000,Huawei,8,64,P50 Ultra,No,Yes,14
2018-02-24,1004,43,7310000,Sony,8,128,Xperia 1,Yes,Yes,6
2018-02-24,1005,28,3360000,Oppo,6,512,Find x4,Yes,No,14
